Battery,Brand,CPU,Color,Display,Graphics,ImgURL,MFG_year,Name,OS,Price,Ram,Size,Status,Storage,URL,Weight,Wireless
"
                                                    4-cell, 54wh                                            ","
                                                            Dell                                                    ","
                                                    AMD Ryzen 5 5500U (6 nhân, 12 luồng, xung nhịp cơ bản đơn nhân 2.1GHz, có thể đạt tối đa Turbo Boost 4.0GHz, 8MB L3 Cache )                                            ","
                                                            Mist Blue (Xanh xám nhạt)                                                    ","
                                                    14 Inch Full HD Widescreen LED IPS (1920 x 1080) có cảm ứng                                            ","
                                                    AMD Radeon™ Graphics                                            ",https://trungtran.vn/images/products/2023/resized/dell_inspiron_7415_png_fullsize.png,"
                                                            2021                                                    ",Dell Inspiron 7415 2-in-1 Ryzen 5 5500U 8GB SSD 256GB FHD IPS Touch,"
                                                            Windows 11                                                    ","
                            15.600.000đ                        ","
                                                    8GB DDR4 3200MHz                                            ","
                                                            32.1cm x 21.1cm x 1.63-1.79cm                                                    ","
                                                            New 100%                                                    ","
                                                    256GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/dell-inspiron-7415-2-in-1-nhieu-cau-hinh/,"
                                                            1.65kg                                                    ","
                                                            Wi-Fi + Bluetooth                                                    "
"
                                                    4Cells                                            ","
                                                            Dell                                                    ","
                                                    Intel Core i5 7300U                                            ","
                                                            Đen                                                    ","
                                                    14"" Full HD IPS Touch                                            ","
                                                    Intel Graphic HD 620                                            ",https://trungtran.vn/images/products/2023/resized/7480_chinh_dien_png.png,"
                                                            2017                                                    ",Dell Latitude E7480 Core i5 7300U RAM 8GB SSD 256GB FHD IPS Touch,"
                                                            Windows 10                                                    ","
                            7.100.000đ                        ","
                                                    8GB 2133MHz DDR4                                            ",,"
                                                            Đã qua sử dụng                                                    ","
                                                    256GB SSD                                            ",https://trungtran.vn/dell-latitude-e7480-core-i5-6300u-nhieu-option/,,"
                                                            Wi-Fi + Bluetooth                                                    "
"
                                                    Wi-Fi + Bluetooth                                            ","
                                                            Lenovo                                                    ","
                                                    Intel Core i5 6300U                                            ","
                                                            Đen                                                    ","
                                                    14"" FHD (1920 x 1080) IPS, màn nhám chống loá, có option màn cảm ứng                                            ","
                                                    Intel® HD Graphics 620                                            ",https://trungtran.vn/images/products/2023/resized/lenovo-thinkpad-t470.png,"
                                                            2016                                                    ",ThinkPad T470 i5 6300U Ram 8GB SSD 240/256GB FHD IPS,"
                                                            Windows 10                                                     ",6.400.000đ,"
                                                    8GB DDR4                                            ",,"
                                                            Đã qua sử dụng                                                    ","
                                                    256GB SSD                                            ",https://trungtran.vn/lenovo-thinkpad-t470-i5-skylake-full-hd-ips-intel-hd-graphics/,,"
                                                            Wi-Fi + Bluetooth                                                    "
"
                                                    Wi-Fi + Bluetooth                                            ","
                                                            Lenovo                                                    ","
                                                    Intel Core i5 6300U                                            ","
                                                            Đen                                                    ","
                                                    14"" FHD (1920 x 1080) IPS, màn nhám chống loá, có option màn cảm ứng                                            ","
                                                    Intel® HD Graphics 620                                            ",https://trungtran.vn/images/products/2023/resized/lenovo-thinkpad-t470.png,"
                                                            2016                                                    ",ThinkPad T470 i5 6300U Ram 8GB SSD 240/256GB FHD IPS Touch,"
                                                            Windows 10                                                     ",6.900.000đ,"
                                                    8GB DDR4                                            ",,"
                                                            Đã qua sử dụng                                                    ","
                                                    256GB SSD                                            ",https://trungtran.vn/lenovo-thinkpad-t470-i5-skylake-full-hd-ips-intel-hd-graphics/,,"
                                                            Wi-Fi + Bluetooth                                                    "
"
                                                    Wi-Fi + Bluetooth                                            ","
                                                            Lenovo                                                    ","
                                                    Intel Core i5 6300U                                            ","
                                                            Đen                                                    ","
                                                    14"" FHD (1920 x 1080) IPS, màn nhám chống loá, có option màn cảm ứng                                            ","
                                                    Intel® HD Graphics 620                                            ",https://trungtran.vn/images/products/2023/resized/lenovo-thinkpad-t470.png,"
                                                            2016                                                    ",ThinkPad T470 i5 7300U Ram 8GB SSD 240/256GB FHD IPS,"
                                                            Windows 10                                                     ",6.600.000đ,"
                                                    8GB DDR4                                            ",,"
                                                            Đã qua sử dụng                                                    ","
                                                    256GB SSD                                            ",https://trungtran.vn/lenovo-thinkpad-t470-i5-skylake-full-hd-ips-intel-hd-graphics/,,"
                                                            Wi-Fi + Bluetooth                                                    "
"
                                                    Wi-Fi + Bluetooth                                            ","
                                                            Lenovo                                                    ","
                                                    Intel Core i5 6300U                                            ","
                                                            Đen                                                    ","
                                                    14"" FHD (1920 x 1080) IPS, màn nhám chống loá, có option màn cảm ứng                                            ","
                                                    Intel® HD Graphics 620                                            ",https://trungtran.vn/images/products/2023/resized/lenovo-thinkpad-t470.png,"
                                                            2016                                                    ",ThinkPad T470 i5 7300U Ram 8GB SSD 240/256GB FHD IPS Touch,"
                                                            Windows 10                                                     ",7.100.000đ,"
                                                    8GB DDR4                                            ",,"
                                                            Đã qua sử dụng                                                    ","
                                                    256GB SSD                                            ",https://trungtran.vn/lenovo-thinkpad-t470-i5-skylake-full-hd-ips-intel-hd-graphics/,,"
                                                            Wi-Fi + Bluetooth                                                    "
"
                                                    80wh                                            ","
                                                            Lenovo                                                    ","
                                                    AMD Ryzen 5 6600H, 6 nhân 12 luồng, tần số cơ bản 3.3GHz, có thể đạt tới 4.5GHz với turbo boost, bộ nhớ đệm 3MB L2 / 16MB L3                                            ",,"
                                                    15.6"" WQHD (2560x1440) IPS, màn nhám chống lóa, không cảm ứng, tần số quét 165Hz, 100% sRGB, Dolby Vision, Free-Sync, G-Sync, DC dimmer                                            ","
                                                    AMD Radeon™ 660M và NVIDIA®GeForce® RTX™ 3050 4GB GDDR6                                            ",https://trungtran.vn/images/products/2023/resized/Lenovo_Legion_5_2020_15ARH7_(8).jpg,"
                                                            2022                                                    ",Lenovo Legion 5 2022 Ryzen 5 6600H 16GB SSD 512GB RTX™ 3050 WQHD IPS 165Hz,"
                                                            Windows 11                                                    ","
                            22.500.000đ                        ","
                                                    16 GB DDR5-4800                                            ","
                                                            35.9 x 26.2 x 1.9 cm                                                    ","
                                                            New 100%                                                    ","
                                                    512GB PCIe® NVMe™ M.2 SSD gen 4                                            ",https://trungtran.vn/lenovo-legion-5-2022-15arh7-ryzen-5-nhieu-cau-hinh/,"
                                                            2.35kg                                                    ","
                                                            Wi-Fi® 6, Bluetooth 5.2                                                    "
"
                                                    3 Cell Internal + 3 Cell external                                            ","
                                                            Lenovo                                                    ","
                                                    Intel core i7 6600U (2 nhân 4 luồng, xung nhịp cơ bản 2.6GHz, có thể đạt tối đa 3.4GHz với Turbo Boost, 4 MB Intel® Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    14.1inch Full HD (1920 x 1080 pixels) IPS panel, màn nhám không cảm ứng, tỷ lệ 16:9, 250nits                                            ","
                                                    Intel HD Graphics 520                                            ",https://trungtran.vn/images/products/2023/resized/chinh_dien_t460s_png.png,"
                                                            2016                                                    ",ThinkPad T460s i7 6600U 8GB SSD 256GB Full HD IPS,"
                                                            Windows 10                                                    ","
                            7.200.000đ                        ","
                                                    8 GB DDR4-RAM                                            ","
                                                            33.1 x 22.6 x 1.6-1.8Cm                                                    ","
                                                            Đã qua sử dụng                                                    ","
                                                    256GB SSD                                            ",https://trungtran.vn/thinkpad-t460s-i7-intel-hd-graphics-520-like-new-p1931/,"
                                                            1.3-1.5kg                                                    ","
                                                            Wi-Fi + Bluetooth                                                    "
"
                                                    Đen                                            ","
                                                            Lenovo                                                    ","
                                                    Intel core i7 8665U (4 nhân 8 luồng, xung nhịp cơ bản 1.9GHz, có thể đạt tối đa 4.8GHz với Turbo Boost, 8MB Intel® Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    13.3"" FHD IPS ( 1920x1080)                                            ","
                                                    Intel® UHD Graphics                                            ",https://trungtran.vn//upload_images/images/products/thinkpad-x-series/resized/17701-lenovo-thinkpad-x390-20q0s03m00-2.webp,"
                                                            2018                                                    ",Lenovo Thinkpad X390 i7-8665U 8GB SSD 256GB FHD IPS,"
                                                            Windows 10                                                    ","
                            14.500.000đ                        ","
                                                    8GB                                            ",,"
                                                            Opened Box                                                    ","
                                                    256GB SSD                                            ",https://trungtran.vn/thinkpad-x390-i7-nhieu-cau-hinh/,,
"
                                                     3cells/Li-ion 43Whr                                            ","
                                                            HP                                                    ","
                                                    Intel Core i3-1125G4 (4 nhân 8 luồng, xung nhịp tối đa có thể đạt tới 3.7GHz, 8 MB Intel® Smart Cache)                                            ","
                                                            Natural Silver (Bạc)                                                    ","
                                                     14″, FHD (1920 x 1080) IPS, Bề mặt gương toàn màn hình, có cảm ứng, viền mảnh micro-edge, độ sáng màn hình 250 nits, độ phủ màu 45% NTSC, tần số quét màn 60Hz.                                            ","
                                                     Đồ họa Intel® Core™ UHD dành cho Bộ xử lý Intel® thế hệ thứ 11                                            ",https://trungtran.vn//upload_images/images/products/hp-pavilion/resized/hp-pavilion-x360-14m-chinh-dien.webp,"
                                                             2021                                                    ","HP Pavilion X360 14m i3 1125G4 RAM 8GB SSD 256GB 14"" FHD IPS Touch","
                                                            Windows 11                                                    ","
                            12.500.000đ                        ","
                                                     8 GB DDR4-3200 MHz (update lại: Có 2 khe có thể nâng cấp được)                                            ","
                                                             32.2 x 20.9 x 2.06 cm                                                    ","
                                                            New 100%                                                    ","
                                                    256GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/hp-pavilion-x360-14m-nhieu-cau-hinh/,"
                                                            1.5kg                                                    ","
                                                             Intel® Wireless-AC 9461 802.11a/b/g/n/ac (1×1) Wi-Fi® và Bluetooth® 5 combo, non-vPro®                                                    "
"
                                                    3-cell, 57wh                                            ","
                                                            Lenovo                                                    ","
                                                    Intel Core i5-8350U (4 nhân 8 luồng, xung nhịp đơn nhân 1.7GHz và đạt tối đa turbo boost 3.6GHz, 6 MB Intel® Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    14″ FHD (1920×1080) IPS, LED backlight, không cảm ứng, 300 nits, tỷ lệ màn hình 16:9, độ tương phản 700:1, độ phủ màu 72% sRGB                                            ","
                                                    Intel® UHD 620 onboard                                            ",https://trungtran.vn/images/products/2023/resized/x1-gen-6-4-PNG.png,"
                                                            2018                                                    ",Thinkpad X1 Carbon Gen 6 i5 8350U RAM 16GB SSD 256GB FHD IPS,"
                                                            Windows 10                                                    ",10.290.000đ,"
                                                    16GB LPDDR3-2133, không hỗ trợ nâng cấp                                            ","
                                                            32.3cm x 21.7cm x 1.6cm                                                    ","
                                                            Đã qua sử dụng                                                    ","
                                                    256 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/thinkpad-x1-carbon-gen-6-i5-nhieu-cau-hinh/,"
                                                            1.13kg                                                    ","
                                                            Intel® wifi 2×2 + Bluetooth                                                     "
"
                                                    3-cell, 57wh                                            ","
                                                            Lenovo                                                    ","
                                                    Intel Core i5-8350U (4 nhân 8 luồng, xung nhịp đơn nhân 1.7GHz và đạt tối đa turbo boost 3.6GHz, 6 MB Intel® Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    14″ FHD (1920×1080) IPS, LED backlight, không cảm ứng, 300 nits, tỷ lệ màn hình 16:9, độ tương phản 700:1, độ phủ màu 72% sRGB                                            ","
                                                    Intel® UHD 620 onboard                                            ",https://trungtran.vn/images/products/2023/resized/x1-gen-6-4-PNG.png,"
                                                            2018                                                    ",Thinkpad X1 Carbon Gen 6 i5 8350U RAM 16GB SSD 512GB FHD IPS,"
                                                            Windows 10                                                    ",10.790.000đ,"
                                                    16GB LPDDR3-2133, không hỗ trợ nâng cấp                                            ","
                                                            32.3cm x 21.7cm x 1.6cm                                                    ","
                                                            Đã qua sử dụng                                                    ","
                                                    256 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/thinkpad-x1-carbon-gen-6-i5-nhieu-cau-hinh/,"
                                                            1.13kg                                                    ","
                                                            Intel® wifi 2×2 + Bluetooth                                                     "
"
                                                    3-cell, 57wh                                            ","
                                                            Lenovo                                                    ","
                                                    Intel Core i5-8350U (4 nhân 8 luồng, xung nhịp đơn nhân 1.7GHz và đạt tối đa turbo boost 3.6GHz, 6 MB Intel® Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    14″ FHD (1920×1080) IPS, LED backlight, không cảm ứng, 300 nits, tỷ lệ màn hình 16:9, độ tương phản 700:1, độ phủ màu 72% sRGB                                            ","
                                                    Intel® UHD 620 onboard                                            ",https://trungtran.vn/images/products/2023/resized/x1-gen-6-4-PNG.png,"
                                                            2018                                                    ",Lenovo Thinkpad X1 Carbon Gen 7 i5-8365U 16GB SSD 256GB Intel FHD IPS,"
                                                            Windows 10                                                    ",11.400.000đ,"
                                                    16GB LPDDR3-2133, không hỗ trợ nâng cấp                                            ","
                                                            32.3cm x 21.7cm x 1.6cm                                                    ","
                                                            Đã qua sử dụng                                                    ","
                                                    256 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/thinkpad-x1-carbon-gen-6-i5-nhieu-cau-hinh/,"
                                                            1.13kg                                                    ","
                                                            Intel® wifi 2×2 + Bluetooth                                                     "
,,"
                                                    16 GB DDR4-2133 SDRAM                                            ",,"
                                                    2 Thunderbolt™ 3; 1 HDMI 1.4; 1 USB 3.0; 1 stereo microphone-in/headphone-out combo                                            ","
                                                    12 tháng tại Trung Trần                                            ",https://trungtran.vn//upload_images/images/products/hp-zbook-workstation/resized/hp-zbook-15-g3_1497352220-copy.webp,,HP ZBook 15 G3 i7-6700HQ 16GB 512GB M2000M,,"
                            Liên hệ                        ","
                                                    15.6″ diagonal FHD UWVA anti-glare LED-backlit (1920 x 1080)                                            ",,,"
                                                    Intel HD Graphics 530+NVIDIA Quadro M2000M 4GB                                            ",https://trungtran.vn/hp-zbook-15-g3-i7-6820hq-fhd-ips-nvidia-quadro-m1000m-p1833/,,
"
                                                     1 cổng nguồn, 1 cổng LAN, 1 cổng HDMI, 3 cổng USB Tyce A, 1 coongr USB tyce C, 1 jack cắm tai nghe và 1 khe đọc thẻ SD full size,                                            ",,"
                                                     8GB DDR4 3200MHz (hỗ trợ 2 khe cắm có thể nâng cấp được tối đa 32GB)                                            ",,"
                                                     4cells/Li-ion 70Whr                                            ","
                                                     B&O                                            ",https://trungtran.vn//upload_images/images/products/hp-omen-gaming/resized/chính-diện-nghiêng.webp,"
                                                             2021                                                    ",HP Victus 16 Ryzen 5 5600H 8GB SSD 256GB 16.1'' FHD IPS RTX 3050Ti,"
                                                             windows 10 Home 64bit                                                    ","
                            17.500.000đ                        ","
                                                     16.1″ FHD (1920 x 1080) IPS, chống lóa, không cảm ứng, độ sáng 300nits, tần số quét 144Hz.                                            ","
                                                             37cm x 26cm x 2.35                                                    ",,"
                                                     Nvidia Geforce RTX 3050Ti                                            ",https://trungtran.vn/hp-vistus-16-ryzen-5-nhieu-cau-hinh/,,"
                                                             Wifi; Bluetooth                                                    "
"
                                                    60wh                                            ","
                                                            Lenovo                                                    ","
                                                    AMD Ryzen 5 4600H (6 nhân 12 luồng, xung nhịp cơ bản 3.0GHz có thể đạt tối đa 4.0GHz với Turbo Boost, 8MB L3 Cache)                                            ","
                                                            Phantom Black (xám đen)                                                    ","
                                                    15.6″, FHD (1920 x 1080) IPS, màn nhám chống lóa, không cảm ứng, tần số quét 120Hz, độ sáng màn hình 250 nits, độ phủ màu 45% NTSC, tỷ lệ khung hình 16:9                                            ","
                                                    AMD Radeon™ Graphics + NVIDIA® GeForce® GTX 1650Ti 4GB GDDR6                                            ",https://trungtran.vn/images/products/2023/resized/thumbnail_lenovo_legion_5.png,"
                                                            2020 (cấu hình 2020 được tái sản xuất năm 2022)                                                    ",Lenovo Legion 5 2020 Ryzen 5 4600H RAM 8GB SSD NVME PCIE 512GB FHD IPS 120HZ GTX 1650Ti 4GB,"
                                                            Windows 10                                                    ","
                            18.900.000đ                        ","
                                                    8GB DDR4 3200MHz, có 2khe, max nâng cấp lên 32GB (theo nhà sản xuất)                                            ","
                                                            36.3 x 25.9 x 2.2-2.4 cm                                                    ","
                                                            New 100%                                                    ","
                                                    512GB PCIe® NVMe™ M.2 SSD                                             ",https://trungtran.vn/lenovo-legion-5-2020-nhieu-cau-hinh/,"
                                                            2.3kg                                                    ","
                                                            Wi-Fi® 6, Bluetooth 5.0                                                    "
"
                                                    2 cổng USB Type C và 2 cổng Thunderbolt 3 type C, chân sạc, jack tai nghe 3.5mm                                            ","
                                                            Apple                                                    ","
                                                    Apple M1                                            ","
                                                            Blue (Xanh dương đậm)                                                    ","
                                                    24"", 4.5K (4480x2520) Retina, độ sáng 500nits, 218PPI, wide color (P3), True Tone                                            ","
                                                    Apple M1 GPU                                            ",https://trungtran.vn/images/products/2023/resized/imac_m1_2021_trungtran-3.jpg,"
                                                            2021                                                    ",iMac M1 2021 8GB SSD 256GB 4.5K Retina Full Box Kèm Phím Chuột,"
                                                            Mac OS                                                    ","
                            26.500.000đ                        ","
                                                    8GB, không hỗ trợ nâng cấp                                            ","
                                                            46.1 x 54.7 x 14.7cm (tính theo chân đế màn)                                                    ","
                                                            New Opened Box                                                    ","
                                                    256 GB SSD, không hỗ trợ nâng cấp                                            ",https://trungtran.vn/imac-m1-2021-8gb/,"
                                                            4.48 kg                                                    ","
                                                            Wi-Fi + Bluetooth 5.0                                                    "
"
                                                    4-cell, 60 Wh                                            ","
                                                            Dell                                                    ","
                                                    Intel Core i7-8665U (4 nhân 8 luồng, 8M SmartCache, xung nhịp cơ bản 1.9 GHz, có thể đạt tới 4.8 GHz với Turbo Boost)                                            ","
                                                            Đen                                                    ","
                                                    14″ FHD (1920 x 1080) IPS, có cảm ứng, độ sáng màn 300 nits, tần số quét 60Hz                                            ","
                                                    Intel® UHD 620 onboard                                            ",https://trungtran.vn/images/products/2023/resized/dell-latitude-7400-trungtran_vn-frontview.png,"
                                                            2018                                                    ",Dell Latitude 7400 core i7 8665U RAM 8GB SSD 256GB FHD IPS,"
                                                            Windows 10                                                    ",9.400.000đ,"
                                                    8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz                                            ","
                                                            32.1 x 21.4 x 1.8-1.9cm                                                    ","
                                                            Đã qua sử dụng                                                    ","
                                                    256 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/dell-latitude-7400-i7-nhieu-cau-hinh/,"
                                                            1.35kg                                                    ","
                                                            Intel Dual-Band Wireless-AC 9560 Wi-Fi + Bluetooth 5.0                                                    "
"
                                                    4-cell, 60 Wh                                            ","
                                                            Dell                                                    ","
                                                    Intel Core i7-8665U (4 nhân 8 luồng, 8M SmartCache, xung nhịp cơ bản 1.9 GHz, có thể đạt tới 4.8 GHz với Turbo Boost)                                            ","
                                                            Đen                                                    ","
                                                    14″ FHD (1920 x 1080) IPS, có cảm ứng, độ sáng màn 300 nits, tần số quét 60Hz                                            ","
                                                    Intel® UHD 620 onboard                                            ",https://trungtran.vn/images/products/2023/resized/dell-latitude-7400-trungtran_vn-frontview.png,"
                                                            2018                                                    ",Dell Latitude 7400 core i7 8665U RAM 8GB SSD 256GB FHD IPS Touch,"
                                                            Windows 10                                                    ",9.900.000đ,"
                                                    8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz                                            ","
                                                            32.1 x 21.4 x 1.8-1.9cm                                                    ","
                                                            Đã qua sử dụng                                                    ","
                                                    256 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/dell-latitude-7400-i7-nhieu-cau-hinh/,"
                                                            1.35kg                                                    ","
                                                            Intel Dual-Band Wireless-AC 9560 Wi-Fi + Bluetooth 5.0                                                    "
"
                                                    4-cell, 60 Wh                                            ","
                                                            Dell                                                    ","
                                                    Intel Core i7-8665U (4 nhân 8 luồng, 8M SmartCache, xung nhịp cơ bản 1.9 GHz, có thể đạt tới 4.8 GHz với Turbo Boost)                                            ","
                                                            Đen                                                    ","
                                                    14″ FHD (1920 x 1080) IPS, có cảm ứng, độ sáng màn 300 nits, tần số quét 60Hz                                            ","
                                                    Intel® UHD 620 onboard                                            ",https://trungtran.vn/images/products/2023/resized/dell-latitude-7400-trungtran_vn-frontview.png,"
                                                            2018                                                    ",Dell Latitude 7400 core i7 8665U RAM 16GB SSD 256GB FHD IPS,"
                                                            Windows 10                                                    ",9.900.000đ,"
                                                    8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz                                            ","
                                                            32.1 x 21.4 x 1.8-1.9cm                                                    ","
                                                            Đã qua sử dụng                                                    ","
                                                    256 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/dell-latitude-7400-i7-nhieu-cau-hinh/,"
                                                            1.35kg                                                    ","
                                                            Intel Dual-Band Wireless-AC 9560 Wi-Fi + Bluetooth 5.0                                                    "
"
                                                    4-cell, 60 Wh                                            ","
                                                            Dell                                                    ","
                                                    Intel Core i7-8665U (4 nhân 8 luồng, 8M SmartCache, xung nhịp cơ bản 1.9 GHz, có thể đạt tới 4.8 GHz với Turbo Boost)                                            ","
                                                            Đen                                                    ","
                                                    14″ FHD (1920 x 1080) IPS, có cảm ứng, độ sáng màn 300 nits, tần số quét 60Hz                                            ","
                                                    Intel® UHD 620 onboard                                            ",https://trungtran.vn/images/products/2023/resized/dell-latitude-7400-trungtran_vn-frontview.png,"
                                                            2018                                                    ",Dell Latitude 7400 core i7 8665U RAM 16GB SSD 256GB FHD IPS Touch,"
                                                            Windows 10                                                    ",10.400.000đ,"
                                                    8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz                                            ","
                                                            32.1 x 21.4 x 1.8-1.9cm                                                    ","
                                                            Đã qua sử dụng                                                    ","
                                                    256 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/dell-latitude-7400-i7-nhieu-cau-hinh/,"
                                                            1.35kg                                                    ","
                                                            Intel Dual-Band Wireless-AC 9560 Wi-Fi + Bluetooth 5.0                                                    "
"
                                                    4-cell, 60 Wh                                            ","
                                                            Dell                                                    ","
                                                    Intel Core i7-8665U (4 nhân 8 luồng, 8M SmartCache, xung nhịp cơ bản 1.9 GHz, có thể đạt tới 4.8 GHz với Turbo Boost)                                            ","
                                                            Đen                                                    ","
                                                    14″ FHD (1920 x 1080) IPS, có cảm ứng, độ sáng màn 300 nits, tần số quét 60Hz                                            ","
                                                    Intel® UHD 620 onboard                                            ",https://trungtran.vn/images/products/2023/resized/dell-latitude-7400-trungtran_vn-frontview.png,"
                                                            2018                                                    ",Dell Latitude 7400 i5 (Nhiều cấu hình),"
                                                            Windows 10                                                    ",8.100.000đ,"
                                                    8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz                                            ","
                                                            32.1 x 21.4 x 1.8-1.9cm                                                    ","
                                                            Đã qua sử dụng                                                    ","
                                                    256 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/dell-latitude-7400-i7-nhieu-cau-hinh/,"
                                                            1.35kg                                                    ","
                                                            Intel Dual-Band Wireless-AC 9560 Wi-Fi + Bluetooth 5.0                                                    "
