CPU,Display,Graphics,ImgURL,Name,Price,Ram,Status,Storage,URL
"
i7-13700H
",114” QHD+ 240Hz,Nvidia RTX 4060 8GB,https://laptop88.vn/media/product/7969_1024.png,[New 100%] Laptop MSI Stealth 14 Studio A13VF 051VN [2023] - Intel Core i7-13700H | RTX 4060 | 14 inch 240Hz 100% DCI-P3,51.990.000 đ,16GB DDR4,,SSD 1TB NVMe,https://laptop88.vn/new-100-laptop-msi-stealth-14-studio-a13vf-051vn-2023-intel-core-i7-13700h-rtx-4060-14-inch-240hz-100-dci-p3.html
"
i9-12900HX
","17.3"" QHD 240Hz",Nvidia RTX 3070Ti ,https://laptop88.vn/media/product/8023_,[New 100%] Laptop MSI Raider GE77 HX 12UGS 230VN - Intel Core i9-12900HX  | RTX 3070Ti GDDR6 | 17.3 Inch QHD 240Hz,61.490.000 đ,32GB DDR5,New 100%,SSD 2TB NVMe,https://laptop88.vn/new-100-laptop-msi-raider-ge77-hx-12ugs-230vn-intel-core-i9-12900hx-rtx3070ti-gddr6-17.3-inch-qhd-240hz.html
"
i5-1340P
",14 Inch 2K 100% sRGB,"
Intel Iris Xe Graphics
",https://laptop88.vn/media/product/pro_poster_8128.jpg,[New 100%] Laptop LG gram 2023 14ZD90R-G.AX52A5 - Intel Core i5-1340P | 14 Inch 2K 100% sRGB,24.990.000 đ,8GB LPDDR5,New 100%,SSD 256GB NVMe,https://laptop88.vn/new-100-laptop-lg-gram-2023-14zd90r-g.ax52a5-intel-core-i5-1340p-14-inch-wuxga-dos.html
"
i7-13700HX
","16"" 2K+ 240Hz",Nvidia RTX4070 8GB,https://laptop88.vn/media/product/8121_helios_16.jpg,[New 100%] Laptop Acer Predator Helios 16 PH16-71-72BV - Intel Core i7-13700HX | RTX4070 8GB | 16 inch 2K+ 240Hz ,54.990.000 đ,16GB DDR5 ,New 100%,SSD 512GB NMVe,https://laptop88.vn/new-100-laptop-acer-predator-helios-ph16-71-72bv-intel-core-i7-13700hx-rtx4070-16gb-16-icnh-2k-240hz.html
"
i5-1340P
",16 Inch WQXGA,"
Intel Iris Xe Graphics
",https://laptop88.vn/media/product/pro_poster_8130.jpg,[New 100%] Laptop LG Gram 2023 16ZD90R-G.AX55A5 - Intel Core i5-1340P | 16 Inch 2K 100% sRGB,38.290.000 đ,16GB LPDDR5,New 100%,SSD 512GB NVMe,https://laptop88.vn/new-100-laptop-lg-gram-2023-16zd90r-g.ax55a5-intel-core-i5-1340p-16-inch-wuxga.html
"
i5-13500H
","14"" FHD+ IPS",Intel Iris Xe Graphics,https://laptop88.vn/media/product/8029_12390_msi_prestige_14evo_b13m__3__1_.jpg,[New 100%] Laptop MSI Prestige 14Evo B13M 401VN - Intel Core i5 -13500H | 14 Inch Full HD+ IPS,25.990.000 đ,16GB LPDDR5,New 100%,SSD 512GB NVMe,https://laptop88.vn/new-100-laptop-msi-prestige-14evo-b13m-401vn-intel-core-i5-13500h-14-inch-full-hd-ips.html
"
i7-1360P
",16 Inch 2K 100% sRGB,"
Intel Iris Xe Graphics
",https://laptop88.vn/media/product/8133_2.jpg,[New 100%] Laptop LG Gram  2023 16Z90R-G.AH76A5 - Intel Core i7-1360P | 16 Inch 2K (2560 x 1600) 100% sRGB,44.990.000 đ,16GB LPDDR5,New 100%,SSD 512GB NVMe,https://laptop88.vn/new-100-laptop-lg-gram-2023-16z90r-g.ah76a5-intel-core-i7-1360p-16-inch-wqxga-2560-x-1600.html
"
i7-1360P
",16 Inch  WQXGA,RTX 3050,https://laptop88.vn/media/product/pro_poster_8136.jpg,[New 100%] Laptop LG Gram 2023 16Z90R - E.AH75A5 - Intel Core i7-1360P | RTX 3050 | 16GB | 512GB | 16 inch WQXGA  ,47.990.000 đ,16GB LPDDR5,New 100%,SSD 512GB NVMe,https://laptop88.vn/new-100-laptop-lg-gram-2023-16z90r-e.ah75a5-intel-core-i7-1360p-16-inch-wqxga-2560-x-1600.html
"
i7-1360P
",17 Inch  2K 100% sRGB,"
Intel Iris Xe Graphics
",https://laptop88.vn/media/product/pro_poster_8134.jpg,[New 100%] Laptop LG Gram  2023 17ZD90R-G.AX73A5 - Intel Core i7-1360P | 17 Inch 2K (2560 x 1600) 100% sRGB,40.990.000 đ,16GB LPDDR5,New 100%,SSD 256GB NVMe,https://laptop88.vn/new-100-laptop-lg-gram-2023-17zd90r-g.ax73a5-intel-core-i7-1360p-17-inch-wqxga-2560-x-1600.html
"
i5-13500H
","16"" 2.5K 100% sRGB","
Intel Iris Xe Graphics
",https://laptop88.vn/media/product/8137_8117_lenovo_ideapad_slim_5_light_14abr8_r5_82xs002kvn_abc_glr_1.jpg,[New 100%] Laptop Lenovo IdeaPad Slim 5 16IRL8 82XF002UVN - Intel Core i5-13500H | 16 Inch 2.5K 100% DCI-P3,20.490.000 đ,16GB LPDDR5,New 100%,SSD 512GB NMVe,https://laptop88.vn/new-100-laptop-lenovo-ideapad-slim-5-16irl8-82xf002uvn-intel-core-i5-13500h-16-inch-2.5k-100-dci-p3.html
"
 i5-1340P
","15.6"" FHD 100%DCI-P3 90Hz",Intel Iris Xe Graphics,https://laptop88.vn/media/product/pro_poster_8138.jpg,[New 100%] Laptop LG Gram 15 2023 15Z90RT-G.AH55A5 -  i5-1340P | 16GB | 512GB | 15.6 Inch Full HD 100% DCI-P3 90Hz,40.990.000 đ,16GB LPDDR5,New 100%,SSD 512GB,https://laptop88.vn/new-100-laptop-lg-gram-style-15-2023.html
"
 i5-13500H
","14""  2.8K OLED",Intel Iris Xe Graphics,https://laptop88.vn/media/product/8146_12971_asus_vivobook_pro_14_oled_a1405va___en__4.jpg,[New 100%] Laptop Asus Vivobook 14 OLED A1405VA-KM059W - Intel Core i5-13500H | 14 Inch 2.8K OLED,18.990.000 đ,8GB DDR4,,SSD 512GB M.2 NVMe,https://laptop88.vn/new-100-laptop-asus-vivobook-14-oled-a1405va-km059w-intel-core-i5-13500h-14-inch-2.8k-oled.html
i5 - 1340P,14 inch WUXGA,Iris Xe Graphics,https://laptop88.vn/media/product/pro_poster_8139.jpg,[New 100%] Laptop LG Gram 2 in 1 2023 14T90R-G.AH55A5 - i5-1340P | 16GB | 512GB | 14 inch WUXGA 99%DCI-P3,36.290.000 đ,16GB ,New 100%,SSD 512GB NVMe,https://laptop88.vn/new-100-laptop-lg-gram-2-in-1-2023-14t90r-g.ah55a5-i5-1340p-16gb-512gb-14-inch-wuxga.html
"
i7-1360P
",17 Inch 2K 100% sRGB,"
Intel Iris Xe Graphics
",https://laptop88.vn/media/product/pro_poster_8135.jpg,[New 100%] Laptop LG Gram 2023 17Z90R-G.AH78A5 - Intel Core i7-1360P | 17 Inch 2K (2560 x 1600)  100% sRGB,48.990.000 đ,16GB LPDDR5,New 100%,SSD 1TB NVMe,https://laptop88.vn/new-100-laptop-lg-gram-2023-17z90r-g.ah78a5-intel-core-i7-1360p-17-inch-wqxga-2560-x-1600.html
i7-13650HX,"15.6"" Full HD 165Hz",NVIDIA  RTX 4050 6GB,https://laptop88.vn/media/product/8150____nh_1.jpg,[New 100%] Laptop Dell Gaming G15 5530 i7H165W11GR4050 - Intel Core i7-13650HX | RTX 4050 | 15.6 Inch Full HD,38.990.000 đ,16GB DDR5,New 100%,SSD 512GB NVMe,https://laptop88.vn/new-100-laptop-dell-gaming-g15-5530-i7h165w11gr4050-intel-core-i7-13650hx-rtx-4050-15.6-inch-full-hd.html
"
 i3-1315U
","15.6""  Full HD",Intel Iris Xe Graphics,https://laptop88.vn/media/product/8125_asus_vivobook_15_.jpg,[New 100%] Laptop Asus Vivobook 15 X1504VA-NJ069W | Intel Core i3-1315U | 512GB | 15.6 inch Full HD,13.190.000 đ,8GB DDR4,New 100%,SSD 512GB ,https://laptop88.vn/new-100-laptop-asus-vivobook-15-x1504va-nj069w-i3-1315u-8gb-512gb-15-inch-full-hd.html
"
i9-12900HX
","15.6"" QHD OLED",Nvidia RTX 3070Ti ,https://laptop88.vn/media/product/8022_untitled_1.jpg,[New 100%] Laptop MSI Raider GE67 HX 12UGS 097VN Intel Core i9 -12900HX | RTX3070Ti GDDR6 | 15.6 Inch OLED QHD ,56.990.000 đ,32GB DDR5,,SSD 1TB NVMe,https://laptop88.vn/new-100-laptop-msi-raider-ge67-hx-12ugs-097vn-intel-core-i9-12900hx-rtx3070ti-gddr6-15.6-inch-oled-qhd.html
i5-1335U,"14"" Full HD Touch",Intel Iris Xe,https://laptop88.vn/media/product/8177_pro_poster_5117.jpg,[New Outlet] Laptop HP Envy X360 2 in 1 14-es0013dx 7H9Y4UA - Intel Core i5-1335U | 14 inch Full HD Touch,15.490.000 đ,8GB DDR4,New Outlet,SSD 512GB NVMe,https://laptop88.vn/new-outlet-laptop-hp-envy-x360-2-in-1-14-es0013dx-7h9y4ua-intel-core-i5-1335u-14-inch-full-hd-touch.html
"
i5-1340P
",14 Inch 2K 100% sRGB,"
Intel Iris Xe Graphics
",https://laptop88.vn/media/product/pro_poster_8129.jpg,[New 100%] Laptop LG Gram 2023 14Z90R-G.AH53A5 - Intel Core i5-1340P | 14 Inch 2K 100% sRGB,30.990.000 đ,16GB LPDDR5,New 100%,SSD 256GB NVMe,https://laptop88.vn/new-100-laptop-lg-gram-2023-14z90r-g.ah53a5-intel-core-i5-1340p-14-inch-wuxga.html
"
AMD R5-5625U
","14.0"" Full HD+ Touch","
Integrated AMD Vega
",https://laptop88.vn/media/product/8176_7381_dell_inspiron_14_7425_rg6ww_2_in_1.jpg,[New Outlet] Laptop Dell Inspiron 14 7425 RG6WW  2 in 1 - AMD Ryzen 5 5625U | 14 inch Full HD+ (2022),14.990.000 đ,8GB DDR4,,SSD 512GB,https://laptop88.vn/new-outlet-laptop-dell-inspiron-14-7425-rg6ww-2-in-1-amd-ryzen-5-5625u-14-inch-full-hd-2022.html
"
 i7-1360P
",14 Inch 2K 100% sRGB,"
Intel Iris Xe Graphics
",https://laptop88.vn/media/product/pro_poster_8131.jpg,[New 100%] Laptop LG Gram 2023 14Z90R-G.AH75A5 - Intel Core i7-1360P | 14 Inch 2K 100% sRGB,37.390.000 đ,16GB LPDDR5,New 100%,SSD 512GB NVMe,https://laptop88.vn/new-100-laptop-lg-gram-2023-14z90r-g.ah75a5-intel-core-i7-1360p-14-inch-wuxga.html
"
AMD R7-7735HS
","14"" 100% sRGB 144Hz",Nvidia RTX 3050,https://laptop88.vn/media/product/8178_05_ga402_black_lb.png,[New 100%] Laptop ASUS ROG Zephyrus G14 GA402NJ-L4056W | AMD Ryzen 7-7735HS | 16GB DDR5 | RTX 3050 | 14 inch WUXGA,39.990.000 đ,16GB DDR5,,SSD 512GB NVMe,https://laptop88.vn/new-100-laptop-asus-rog-zephyrus-g14-ga402nj-l4056w-amd-ryzen-7-7735hs-16gb-ddr5-rtx-3050-14-inch-wuxga.html
i7-1255U,"16"" WQXGA",Intel Iris Xe Graphics,https://laptop88.vn/media/product/8182_1073998780.jpg,[New Outlet] Laptop Lenovo IdeaPad Flex 5 16IAU7-82R80002US | i7 - 1255U | 16GB | 512GB | 16 inch WQXGA,16.990.000 đ,16GB ,New Outlet,SSD 512GB NVMe,https://laptop88.vn/new-outlet-laptop-lenovo-ideapad-flex-5-16iau7-82r80002us-i7-1255u-16gb-512gb-16-inch-wqxga.html
i7-1165G7,"14"" 4K 100% sRGB",Intel® Iris® Xe,https://laptop88.vn/media/product/8198_db531b5e_f934_4075_931c_f813e7dcc591.jpg,[New Outlet] Laptop Lenovo Ideapad Slim 9 14ITL5 82D2000BUS | Intel Core i7-1165G7 | RAM 16GB | 14 inch 4K 100% sRGB,18.990.000 đ,16GB LPDDR4x,New Outlet,SSD 512GB NVMe,https://laptop88.vn/new-outlet-laptop-lenovo-ideapad-slim-9-14itl5-82d2000bus-intel-core-i7-1165g7-ram-16gb-14-inch-4k-100-dci-p3.html
i7-13650HX,"15.6"" Full HD 165Hz",NVIDIA  RTX 4060 6GB,https://laptop88.vn/media/product/8153_8150____nh_1__2_.jpg,[New 100%] Laptop Dell Gaming G15 5530 i7H165W11GR4060 - Intel Core i7-13650HX | RTX 4060 | 15.6 Inch Full HD,40.990.000 đ,16GB DDR5,New 100%,SSD 512GB NVMe,https://laptop88.vn/new-100-laptop-dell-gaming-g15-5530-i7h165w11gr4060-intel-core-i7-13650hx-rtx-4060-15.6-inch-full-hd.html
i9-13900HX,"16"" 240Hz 100%sRGB",Nvidia RTX 4060 8GB,https://laptop88.vn/media/product/8156_picture_61682068620.jpg,[New 100%] Laptop Lenovo Legion 5 Pro Y9000P IRX8 82WK007NCD - Intel Core i9-13900H | 16GB | RTX 4060 | 16 inch WQXGA,41.990.000 đ,16GB DDR5,,SSD 512GB NVMe,https://laptop88.vn/new-100-laptop-lenovo-legion-5-pro-y9000p-irx8-82wk007ncd-intel-core-i9-13900h-16gb-rtx-4060-16-inch-wqxga.html
i5 - 1335U,"16"" WUXGA",Intel Iris Xe,https://laptop88.vn/media/product/pro_poster_8200.jpg,[New 100%] Lenovo Yoga 7 2 in 1 16IRL8 82YN0001US - Intel Core i5-1335U | 16 inch WUXGA,18.690.000 đ,8GB DDR5,New 100%,SSD 512GB,https://laptop88.vn/new-100-lenovo-yoga-7-2-in-1-16irl8-82yn0001us-intel-core-i5-1355u-16-inch-wuxga.html
i5 - 10300H,"17.3"" Full HD",Nvidia GTX 1650,https://laptop88.vn/media/product/pro_poster_6055.jpg,Laptop Cũ Dell Gaming G3 3500 - Intel Core i5-10300H | GTX 1650 | 15.6 inch Full HD,15.990.000 đ,16GB ,Used,SSD 512GB,https://laptop88.vn/moi-100-full-box-laptop-dell-g3-15-3500-p89f002-intel-core-i5.html
i5 - 12500H,"15.6"" Full HD 120Hz",Nvidia RTX3050,https://laptop88.vn/media/product/pro_poster_7500.jpg,[New 100%] Laptop Lenovo Ideapad Gaming 3 15IAH7 82S9006YVN - Intel Core i5 - 12500H | RTX 3050 | 15.6 Inch Full HD,Liên Hệ,8GB DDR5,,SSD 512GB NVMe,https://laptop88.vn/moi-100-full-box-laptop-lenovo-ideapad-gaming-3-15iah7-82s9006yvn-intel-core-i5-12500h-rtx-3050-15.6-inch-full-hd.html
R7 - 7735HS,"15.6"" Full HD ",Nvidia RTX 4050,https://laptop88.vnhttps://laptop88.vn/media/product/8195_ac___lenovo_ideapad_gaming_3_15arh7_82sb00k9us__2_.jpg,[New 100%] Laptop Lenovo IdeaPad Gaming 3 15ARH7 82SB00K9US - Ryzen 7 7735HS | 16GB | 512Gb | RTX 4050,27.990.000 đ,16GB DDR5,,SSD 512GB NMVe,https://laptop88.vn/new-100-laptop-lenovo-ideapad-gaming-3-15arh7-82sb00k9us-ryzen-7-7735hs-16gb-512gb-rtx-4050.html
i7-12700H,"16"" WQXGA",Intel ARC A370M,https://laptop88.vn/media/product/8183_61gwo44ugsl__ac_sx679_.jpg,[New Outlet] Laptop Lenovo Slim 7 16IAH7 82VB0000US | i7 12700H | Intel ARC A370M | 32GB | 1TB | 16 inch WQXGA,21.990.000 đ,32GB LPDDR5,New Outlet,SSD 1TB NVMe,https://laptop88.vn/new-outlet-laptop-lenovo-slim-7-16iah7-82vb0000us-i7-12700h-intel-arc-a370m-32gb-1tb-16-inch-wqxga.html
i5 - 13420H,"15.6"" FHD 144Hz",RTX 4050,https://laptop88.vn/media/product/8199_13166_lenovo_loq_15irh8_82xv000pvn_1.jpg,[New 100%] Laptop Lenovo LOQ 15IRH8 82XV000PVN - Intel core i5 13420H | RTX 4050 | 15.6 inch 144Hz,29.990.000 đ,8GB DDR5,New 100%,SSD 512GB,https://laptop88.vn/new-100-laptop-lenovo-loq-15irh8-82xv000pvn-intel-core-i5-13420h-rtx-4050-15.6-inch-144hz.html
i5 - 1135G7,13.3'' Full HD,Intel Iris Plus Graphics,https://laptop88.vn/media/product/pro_poster_7029.jpg,Laptop cũ Dell XPS 13 9305 - Intel Core i5,16.690.000 đ,8GB LPDDR3,,SSD 256GB,https://laptop88.vn/moi-99-refurbished-laptop-dell-xps-13-9305-intel-core-i5.html
i3 - 6100U,12.5 Inch HD,Intel HD 520,https://laptop88.vn/media/product/pro_poster_5931.jpg,Laptop Cũ Lenovo K21-80 - Intel Core i3,3.990.000 đ,4GB DDR3L,Used,SSD 120GB,https://laptop88.vn/laptop-cu-lenovo-k21-intel-core-i3.html
i7-1255U,15 inch FHD,Intel Iris Xe,https://laptop88.vn/media/product/pro_poster_8184.jpg,[New Outlet] Laptop Lenovo ThinkBook 15 G4 IAP 21DJ000VUS | i7-1255U | 16GB | 512GB,15.990.000 đ,16GB DDR4,New Outlet,SSD 512GB NVMe,https://laptop88.vn/new-outlet-lenovo-thinkbook-15-g4-iap-21dj000vus-i7-1255u-16gb-512gb.html
i7-7500U,13.3'' Full HD,Intel HD 620,https://laptop88.vn/media/product/pro_poster_4133.jpg,Laptop Cũ Dell XPS 13 9360 - Intel Core i7,15.990.000 đ,8GB LPDDR3,Used,SSD 256GB,https://laptop88.vn/laptop-dell-xps-9360-intel-core-i7-7500u-ram-8gb-ssd-nvme-256gb-intel-iris-plus-graphic-640-13.3-inch-fullhd/p4133.html
i7 - 3720 QM,"17.3"" Full HD",Quadro K5000M,https://laptop88.vn/media/product/pro_poster_3915.jpg,Laptop Cũ Dell Precision M6700 Intel Core i7,10.990.000 đ,8GB DDR3,Used,SSD 256GB,https://laptop88.vn/laptop-cu-dell-precision-m6700.html
i7 - 7820HQ,"15.6"" Full HD",Intel HD Graphics,https://laptop88.vn/media/product/pro_poster_4575.jpg,Laptop Cũ Dell Latitude 5580 - Intel Core i7,8.990.000 đ,8GB DDR4,Used,SSD 256GB,https://laptop88.vn/laptop-cu-dell-latitude-5580-intel-core-i-7.html
 i7 - 6820HQ,"14"" Full HD",Intel HD 530,https://laptop88.vn/media/product/pro_poster_4561.jpg,Laptop Cũ Dell Latitude E5470 - Intel Core i7,Liên Hệ,8GB DDR4,,SSD 240GB,https://laptop88.vn/laptop-cu-dell-latitude-e5470-intel-core-i7.html
i7 - 8650U,"14"" Full HD",Intel HD 620,https://laptop88.vn/media/product/pro_poster_4701.jpg,Laptop Cũ Dell Latitude 5490 - Intel Core i7,Liên Hệ,8GB DDR4,Used,SSD 240GB,https://laptop88.vn/laptop-cu-dell-latitude-e5490-intel-core-i7.html
,,,https://laptop88.vn/media/product/6445_mgem2_1_3xlp_7o.jpg,Mac Mini Late 2014 Cũ A1347 EMC 2840 - Intel Core i5 2.6GHz,6.800.000 đ,,,,https://laptop88.vn/mac-mini-late-2014-cu-a1347-emc-2840-intel-core-i5-2.6ghz.html
i5 - 8250U,15.6 inch Full HD,Intel UHD Graphics,https://laptop88.vn/media/product/4571_artboard_2.png,Laptop Cũ Dell Latitude 5590 - Intel Core i5,8.490.000 đ,8GB DDR4,Used,SSD 256GB,https://laptop88.vn/laptop-cu-dell-latitude-5590-intel-core-i5/p4571.html
"
Intel Core i5-1035G7
",14 inch Full HD,"
Intel Iris Plus
",https://laptop88.vn/media/product/5122_14zd90n_v_ax53a5.png,Laptop Cũ LG Gram 14ZD90N - Intel Core i5-1035G7 | 14 inch Full HD,16.990.000 đ,8GB DDR4,Used,SSD 256GB,https://laptop88.vn/moi-100-full-box-laptop-lg-gram-2020-14zd90n-v.ax53a5-hang-chinh-hang.html
i7 - 9850H,"15.6"" Full HD",Quadro T2000M,https://laptop88.vn/media/product/7214_7032_workstations_precision_7540_html5_static_image_set_www_laptopvip_vn_1623474661__1_.png,Laptop Cũ Dell Precision 7540 - Intel Core i7,19.990.000 đ,16GB DDR4,Used,SSD 512GB,https://laptop88.vn/laptop-cu-dell-precision-7540-intel-core-i7.html
"
i5-1145G7
","14"" Full HD","
Intel Iris Xe Graphics
",https://laptop88.vn/media/product/pro_poster_7648.jpg,Laptop Cũ Dell Latitude 7420 - Intel Core i5-1145G7 | 14 inch Full HD,13.490.000 đ,8GB DDR4,Used,SSD 256GB NVMe,https://laptop88.vn/laptop-cu-dell-latitude-7420-intel-core-i5-1145g7-14-inch-full-hd.html
i7 - 8560u,"15.6"" Full HD",Intel HD 620,https://laptop88.vn/media/product/7897_7425_hp_elitebook_850_g5_01.jpg,Laptop Cũ HP Elitebook 850 G5 - Intel Core i7,Liên Hệ,8GB DDR4,,SSD 256GB,https://laptop88.vn/laptop-cu-hp-elitebook-850-g5-intel-core-i7.html
"
M1 (8-Core CPU)
","13.3"" Retina","
7-Core GPU
",https://laptop88.vn/media/product/pro_poster_5911.jpg,[New 100%] Macbook Air 13 Late 2020 MGN63SA / MGN93SA / MGND3SA - Chip M1 8 Core - SSD 256GB - Chính hãng,25.990.000 đ,8GB ,,SSD 256GB,https://laptop88.vn/moi-100-full-box-macbook-air-13-late-2020-mgn63sa/mgn93sa/mgnd3sa-chip-m1-8-core-ssd-256gb-chinh-hang.html
"
i7 - 8560U
","13.3"" Full HD",Intel UHD 620,https://laptop88.vn/media/product/7899_7210_5401.png,Laptop Cũ Dell Latitude 7300 - Intel Core i7,9.290.000 đ,8GB DDR4,Used,SSD 256GB,https://laptop88.vn/laptop-cu-dell-latitude-7300-intel-core-i7.html
Microsoft® SQ1™,"13"" 2K+",Adreno™ 685 GPU,https://laptop88.vn/media/product/7846_surface_pro_x_02.jpg,Laptop Cũ Surface Pro X 1876 13 (LTE) | CPU SQ1 | 13 inch 2K+ | Kèm Phím,Liên Hệ,8GB ,Used,SSD 256GB,https://laptop88.vn/laptop-cu-surface-pro-x-1876-13-sq1.html
"
i7 - 11850H
","15"" Full HD+","
Quadro T1200M
",https://laptop88.vn/media/product/7907_dell_precision_5560_1.png,Laptop Cũ Dell Precision 5560 - Intel Core i7 - 11850H | Quadro T1200M | 15.6 Inch Full HD+,29.990.000 đ,32GB DDR4,Used,SSD 512GB NVMe,https://laptop88.vn/moi-100-full-box-laptop-dell-precision-5560-intel-core-i7-11850h-rtx-t1200m.html
i7 - 9850H,15.6'' Full HD,Nvidia Quadro T1000,https://laptop88.vn/media/product/7875_7429_thinkpad_p53_p53s_2019.png,Laptop Cũ Lenovo Thinkpad P53 - Intel Core i7 9850H | 16GB | Quadro T1000 ,Liên Hệ,16GB DDR4,,SSD 512GB,https://laptop88.vn/laptop-cu-lenovo-thinkpad-p53-intel-core-i7.html
i5 - 6300HQ,"15.6"" Full HD",Ndivia GTX 960M,https://laptop88.vn/media/product/pro_poster_3794.jpg,Laptop Gaming cũ Dell Inspiron 7566 - Intel Core i5,Liên Hệ,8GB DDR4,Used,SSD 240GB,https://laptop88.vn/dell-inspiron-7566-intel-i5-6300hqram-8gb-ssd-128gbhdd-500gb-nvidia-geforce-gtx-960m-fhd-156inch.html
i7-1260P,"14"" Full HD+ 100% sRGB",Intel Iris Xe Graphics,https://laptop88.vn/media/product/8179_laptoplenovoyogaslim9_1.jpg,[New Outlet] Laptop Lenovo Yoga 9 2 in 1 14IAP7 82LU004CUS | Intel Core i7-1260p | 16GB | 14 inch WUXGA 100% sRGB,19.990.000 đ,16GB LPDDR5,New Outlet,SSD 512GB NVMe,https://laptop88.vn/new-outlet-laptop-lenovo-yoga-9-2-in-1-14iap7-82lu004cus-intel-core-i7-1260p-16gb-14-inch-wuxga-100-srgb.html
i7 - 4600MQ,"
15.6'' HD
",AMD HD 8790M,https://laptop88.vn/media/product/pro_poster_3896.jpg,Laptop cũ Dell Latitude E6540 - Intel Core i7 4600M,Liên Hệ,8GB DDR3L,Used,SSD 256GB,https://laptop88.vn/laptop-dell-latitude-e6540-intel-core-i7-4600m.html
i7 - 6600U,12.5 Inch Full HD,Intel HD 520,https://laptop88.vn/media/product/pro_poster_3964.jpg,Laptop cũ Dell Latitude E7270 - Intel Core i7,5.290.000 đ,8GB DDR4,Used,SSD 256GB,https://laptop88.vn/laptop-dell-latitude-e7270-core-i7.html
Core i7-9850H,"15.6"" Full HD",Quadro T1000,https://laptop88.vn/media/product/pro_poster_5325.jpg,Laptop Workstation Cũ Dell Precision 5540 - Intel Core i7,19.990.000 đ,16GB DDR4,Used,SSD 512GB,https://laptop88.vn/laptop-workstation-cu-dell-precision-5540-intel-core-i7.html
"
R5 - 5625U
","16"" Full HD+","
AMD Radeon Graphics
",https://laptop88.vn/media/product/7954_7413_7642_5625_moi.jpg,[New Outlet] Laptop Dell Inspiron 16 5625-R1505S - AMD Ryzen 5 - 5625U | 16 Inch Full HD+,14.790.000 đ,8GB DDR4 ,,SSD 512GB NVMe,https://laptop88.vn/moi-99-full-box-laptop-dell-inspiron-16-5625-r1505s-amd-ryzen-5-5625u-16-inch-full-hd.html
"
AMD R7-5825U
","14.0"" Full HD+","
AMD Radeon Vega
",https://laptop88.vn/media/product/7937_7765_picture_01664770540.jpg,Laptop Cũ Dell Inspiron 14 5425 | AMD Ryzen 7-5825U | 14 Inch Full HD+,15.690.000 đ,8GB DDR4 ,Used,SSD 512GB NVMe,https://laptop88.vn/laptop-cu-dell-inspiron-14-5425-amd-ryzen-7-5825u-14-inch-full-hd.html
i7 - 7820HQ / Xeon,15.6 Inch Full HD,Quadro M1200,https://laptop88.vn/media/product/pro_poster_4700.jpg,Laptop cũ Dell Precision 5520 - Intel Core i7 / Xeon E3,15.490.000 đ,16GB DDR4,Used,SSD 512GB,https://laptop88.vn/laptop-cu-dell-precision-m5520-intel-core-i7.html
Core i9-9880H,"15.6"" Full HD",Quadro T2000,https://laptop88.vn/media/product/5609_5325_dell_precision_5540_1.jpg,Laptop Cũ Workstation Dell Precision 5540 - Intel Core i9,24.990.000 đ,32GB DDR4,Used,SSD 512GB,https://laptop88.vn/moi-99-no-box-laptop-workstation-dell-precision-5540-intel-core-i9.html
"
i5 - 8250u
",14 inch FHD,UHD 620,https://laptop88.vn/media/product/pro_poster_4526.jpg,Laptop cũ HP Elitebook x360 1040 G5 - Intel Core i5 | 14 inch Full HD,11.990.000 đ,8GB LPDDR4,Used,SSD 256GB ,https://laptop88.vn/moi-100-full-box-laptop-hp-elitebook-x360-1040-g5-5xd03pa-intel-core-i5.html
i7 - 8560U,"14"" Full HD","
Intel UHD 620
",https://laptop88.vn/media/product/pro_poster_6082.jpg,Laptop Cũ Dell Latitude 7400 - Intel Core i7,9.490.000 đ,8GB / 16GB,Used,SSD 240GB,https://laptop88.vn/laptop-cu-dell-latitude-7400-intel-core-i7.html
Xeon E3,"15.6"" Full HD",Quadro M2000M,https://laptop88.vn/media/product/pro_poster_7725.jpg,Laptop Workstation Cũ ThinkPad P50 - Intel Xeon E3 | Nvidia M2000M - Flash Sale,Liên Hệ,8GB DDR4,,SSD 240GB,https://laptop88.vn/laptop-workstation-cu-thinkpad-p50-intel-core-i7-6820hq-nvidia-m1000m-flash-sale.html
Xeon E3-1505M,15.6'' Full HD,"
Quadro M1000M
",https://laptop88.vn/media/product/pro_poster_3808.jpg,Laptop cũ Dell Precision 5510 - Intel Core i7 / Xeon,Liên Hệ,16GB DDR4,,SSD 512GB,https://laptop88.vn/laptop-dell-precision-m5510.html
R5 - 3500U,15.6'' Full HD,AMD Radeon Graphics,https://laptop88.vn/media/product/8046_2065_d5.jpg,[New Outlet] Laptop Dell Inspiron 15 3505 4MM0H - AMD Ryzen 5 - 3500U | 15.6 Inch Full HD,Liên Hệ,8GB DDR4,,SSD 256GB,https://laptop88.vn/new-outlet-laptop-dell-inspiron-15-3505-4mm0h-amd-ryzen-5-3500u-15.6-inch-full-hd.html
i7 - 6600U,14'' Full HD,Intel HD 520,https://laptop88.vn/media/product/pro_poster_3840.jpg,Laptop Dell Latitude E7470 - Intel Core i7,6.990.000 đ,8GB DDR4,Used,SSD 240GB,https://laptop88.vn/laptop-dell-latitude-e7470-intel-core-i7.html
